0,100,24,31.8559999466
0,150,20,43.8039999008
0,50,3,0.00399994850159
0,100,3,0.00499987602234
0,150,3,0.00500011444092
0,200,3,0.00399994850159
0,250,3,0.00500011444092
0,300,3,0.00399994850159
0,350,3,0.00499987602234
0,400,3,0.00400018692017
0,450,3,0.00499987602234
0,500,3,0.00500011444092
0,550,3,0.00399994850159
0,600,3,0.00499987602234
0,650,3,0.00400018692017
0,700,3,0.00499987602234
0,750,3,0.00399994850159
0,800,3,0.00500011444092
0,850,3,0.00399994850159
0,900,3,0.00500011444092
1,50,3,0.00599980354309
1,100,3,0.00600004196167
1,150,3,0.00699996948242
1,200,3,0.00600004196167
1,250,3,0.00699996948242
1,300,3,0.00800013542175
1,350,3,0.00699996948242
1,400,3,0.0090000629425
1,450,3,0.00699996948242
1,500,3,0.00600004196167
1,550,3,0.00599980354309
1,600,3,0.00600004196167
1,650,3,0.00600004196167
1,700,3,0.00600004196167
1,750,3,0.00600004196167
1,800,3,0.00600004196167
1,850,3,0.00599980354309
1,900,3,0.00600004196167
0,50,50,8.8029999733
0,100,100,16.5920000076
0,150,150,24.8150000572
0,200,200,32.121999979
0,250,228,39.7960000038
0,300,228,47.0690000057
0,350,228,53.7880001068
0,400,228,60.6410000324
0,450,228,66.9479999542
0,500,228,72.8299999237
0,550,228,79.0889999866
0,600,228,85.887999773
0,650,228,91.8080000877
0,700,228,97.5889999866
0,750,228,102.680000067
0,800,228,107.249000072
0,850,228,111.911000013
0,900,228,117.518000126
1,50,50,10.6459999084
1,100,100,19.3739998341
1,150,150,28.3619999886
1,200,200,38.0780000687
1,250,249,47.9039998055
1,300,300,55.9030001163
1,350,349,64.626999855
1,400,399,72.9440000057
1,450,450,82.1629998684
1,500,497,90.6569998264
1,550,548,99.2620000839
1,600,599,108.957999945
1,650,649,117.013000011
1,700,693,127.302000046
1,750,747,138.28399992
1,800,796,145.169999838
1,850,849,155.67200017
1,900,894,166.489000082
2,50,44,14.2649998665
2,100,100,36.2139999866
2,150,150,65.4560000896
2,200,199,89.1150000095
2,250,250,105.50999999
2,300,299,127.139999866
2,350,349,149.802000046
2,400,400,183.704999924
2,450,448,220.894000053
2,500,500,376.552000046
